"","site_id","date","AmpRatio","PhaseLag_h","Ratio_Mean","YEAR","AR_roll3","AR_roll7","AR_roll15","MR_roll3","MR_roll7","PL_roll7","PL_roll3"
"5735","W3_30",2023-07-08,0.74,-6.73,0.98,2023,0.563333333333333,0.34,0.34,0.976666666666667,0.973333333333333,-4.815,-6.27
"5736","W3_30",2023-07-09,0.52,-5.99,0.98,2023,0.58,0.365714285714286,0.365714285714286,0.98,0.974285714285714,-4.98285714285714,-5.88
"5737","W3_30",2023-07-10,1.01,-2.29,0.98,2023,0.756666666666667,0.508571428571429,0.44625,0.98,0.975714285714286,-5.73857142857143,-5.00333333333333
"5738","W3_30",2023-07-11,0.02,-7.5,0.98,2023,0.516666666666667,0.51,0.398888888888889,0.98,0.977142857142857,-5.79428571428571,-5.26
"5739","W3_30",2023-07-12,0.03,-7.37,0.97,2023,0.353333333333333,0.467142857142857,0.362,0.976666666666667,0.977142857142857,-5.99428571428571,-5.72
"5740","W3_30",2023-07-13,0.13,-5.03,0.98,2023,0.06,0.418571428571429,0.340909090909091,0.976666666666667,0.978571428571429,-5.69,-6.63333333333333
"5741","W3_30",2023-07-14,0.17,-6.47,0.98,2023,0.11,0.374285714285714,0.326666666666667,0.976666666666667,0.978571428571429,-5.91142857142857,-6.29
"5742","W3_30",2023-07-15,0.41,-7.31,0.97,2023,0.236666666666667,0.327142857142857,0.333076923076923,0.976666666666667,0.977142857142857,-5.99428571428571,-6.27
"5743","W3_30",2023-07-16,2.37,0.92,0.98,2023,0.983333333333333,0.591428571428571,0.478571428571429,0.976666666666667,0.977142857142857,-5.00714285714286,-4.28666666666667
"5744","W3_30",2023-07-17,0.02,-0.93,0.97,2023,0.933333333333333,0.45,0.448,0.973333333333333,0.975714285714286,-4.81285714285714,-2.44
"5745","W3_30",2023-07-21,0,-2.46,0.99,2023,0.796666666666667,0.447142857142857,0.447333333333333,0.98,0.977142857142857,-4.09285714285714,-0.823333333333333
"5746","W3_30",2023-07-22,0.02,-6.15,0.98,2023,0.0133333333333333,0.445714285714286,0.448,0.98,0.978571428571429,-3.91857142857143,-3.18
"5747","W3_30",2023-07-23,0,0.16,0.98,2023,0.00666666666666667,0.427142857142857,0.426,0.983333333333333,0.978571428571429,-3.17714285714286,-2.81666666666667
"5748","W3_30",2023-07-24,0,-2.09,0.98,2023,0.00666666666666667,0.402857142857143,0.394666666666667,0.98,0.978571428571429,-2.55142857142857,-2.69333333333333
"5749","W3_30",2023-07-25,0,0.29,0.97,2023,0,0.344285714285714,0.362666666666667,0.976666666666667,0.978571428571429,-1.46571428571429,-0.546666666666667
"5750","W3_30",2023-07-26,0.28,-5.16,0.97,2023,0.0933333333333333,0.0457142857142857,0.332,0.973333333333333,0.977142857142857,-2.33428571428571,-2.32
"5751","W3_30",2023-07-27,0.12,7.65,0.98,2023,0.133333333333333,0.06,0.305333333333333,0.973333333333333,0.978571428571429,-1.10857142857143,0.926666666666667
"5752","W3_30",2023-07-28,0.04,-5.25,0.97,2023,0.146666666666667,0.0657142857142857,0.240666666666667,0.973333333333333,0.975714285714286,-1.50714285714286,-0.92
"5753","W3_30",2023-07-29,0.16,-2.98,0.98,2023,0.106666666666667,0.0857142857142857,0.25,0.976666666666667,0.975714285714286,-1.05428571428571,-0.193333333333333
"5754","W3_30",2023-07-30,0.02,-4.58,0.99,2023,0.0733333333333333,0.0885714285714286,0.249333333333333,0.98,0.977142857142857,-1.73142857142857,-4.27
"5755","W3_30",2023-07-31,0.16,-5.16,0.99,2023,0.113333333333333,0.111428571428571,0.251333333333333,0.986666666666667,0.978571428571429,-2.17,-4.24
"5756","W3_30",2023-08-01,0.12,-5.43,1,2023,0.1,0.128571428571429,0.248,0.993333333333333,0.982857142857143,-2.98714285714286,-5.05666666666667
"5757","W3_30",2023-08-02,0.22,-6.71,1,2023,0.166666666666667,0.12,0.235333333333333,0.996666666666667,0.987142857142857,-3.20857142857143,-5.76666666666667
"5758","W3_30",2023-08-03,0.28,-8.09,0.99,2023,0.206666666666667,0.142857142857143,0.096,0.996666666666667,0.988571428571429,-5.45714285714286,-6.74333333333333
"5759","W3_30",2023-08-04,0.64,-0.48,0.99,2023,0.38,0.228571428571429,0.137333333333333,0.993333333333333,0.991428571428571,-4.77571428571429,-5.09333333333333
"5760","W3_30",2023-08-05,0.17,-4.46,0.99,2023,0.363333333333333,0.23,0.148666666666667,0.99,0.992857142857143,-4.98714285714286,-4.34333333333333
"5761","W3_30",2023-08-06,0.4,-6.61,0.99,2023,0.403333333333333,0.284285714285714,0.174,0.99,0.992857142857143,-5.27714285714286,-3.85
"5762","W3_30",2023-08-07,0.02,-7.99,0.99,2023,0.196666666666667,0.264285714285714,0.175333333333333,0.99,0.992857142857143,-5.68142857142857,-6.35333333333333
"5763","W3_30",2023-08-08,0.05,-9.53,0.98,2023,0.156666666666667,0.254285714285714,0.178666666666667,0.986666666666667,0.99,-6.26714285714286,-8.04333333333333
"5764","W3_30",2023-08-09,0,-6.71,0.98,2023,0.0233333333333333,0.222857142857143,0.178666666666667,0.983333333333333,0.987142857142857,-6.26714285714286,-8.07666666666667
"5765","W3_30",2023-08-10,0.01,2.38,0.98,2023,0.02,0.184285714285714,0.160666666666667,0.98,0.985714285714286,-4.77142857142857,-4.62
"5766","W3_30",2023-08-11,0.02,-6.44,0.99,2023,0.01,0.0957142857142857,0.154,0.983333333333333,0.985714285714286,-5.62285714285714,-3.59
"5767","W3_30",2023-08-12,0.01,-9.8,0.98,2023,0.0133333333333333,0.0728571428571429,0.152,0.983333333333333,0.984285714285714,-6.38571428571429,-4.62
"5768","W3_30",2023-08-13,0,1.21,0.98,2023,0.01,0.0157142857142857,0.141333333333333,0.983333333333333,0.982857142857143,-5.26857142857143,-5.01
"5769","W3_30",2023-08-14,0.01,-8.84,0.98,2023,0.00666666666666667,0.0142857142857143,0.140666666666667,0.98,0.981428571428571,-5.39,-5.81
"5770","W3_30",2023-08-15,0.01,-10.88,0.99,2023,0.00666666666666667,0.00857142857142857,0.130666666666667,0.983333333333333,0.982857142857143,-5.58285714285714,-6.17
"5771","W3_30",2023-08-16,0,1.13,0.99,2023,0.00666666666666667,0.00857142857142857,0.122666666666667,0.986666666666667,0.984285714285714,-4.46285714285714,-6.19666666666667
"5772","W3_30",2023-08-17,0.02,-7.88,0.99,2023,0.01,0.01,0.109333333333333,0.99,0.985714285714286,-5.92857142857143,-5.87666666666667
"5773","W3_30",2023-08-18,0.04,-6.52,0.98,2023,0.02,0.0128571428571429,0.0933333333333333,0.986666666666667,0.984285714285714,-5.94,-4.42333333333333
"5774","W3_30",2023-08-19,0.01,-4.47,0.99,2023,0.0233333333333333,0.0128571428571429,0.0513333333333333,0.986666666666667,0.985714285714286,-5.17857142857143,-6.29
"5775","W3_30",2023-08-20,0.01,-1.64,0.98,2023,0.02,0.0142857142857143,0.0406666666666667,0.983333333333333,0.985714285714286,-5.58571428571429,-4.21
"5776","W3_30",2023-08-21,0.01,-6.41,0.98,2023,0.01,0.0142857142857143,0.0146666666666667,0.983333333333333,0.985714285714286,-5.23857142857143,-4.17333333333333
"5777","W3_30",2023-08-22,0.01,-7.85,0.99,2023,0.01,0.0142857142857143,0.014,0.983333333333333,0.985714285714286,-4.80571428571429,-5.3
"5778","W3_30",2023-08-23,0,-4.11,0.99,2023,0.00666666666666667,0.0142857142857143,0.0106666666666667,0.986666666666667,0.985714285714286,-5.55428571428571,-6.12333333333333
"5779","W3_30",2023-08-24,0.01,-7.48,0.99,2023,0.00666666666666667,0.0128571428571429,0.0113333333333333,0.99,0.985714285714286,-5.49714285714286,-6.48
"5780","W3_30",2023-08-25,0.02,5.43,0.99,2023,0.01,0.01,0.012,0.99,0.987142857142857,-3.79,-2.05333333333333
"5781","W3_30",2023-08-26,0.01,-6.18,0.98,2023,0.0133333333333333,0.01,0.0113333333333333,0.986666666666667,0.985714285714286,-4.03428571428571,-2.74333333333333
"5782","W3_30",2023-08-27,0.03,-6.83,0.99,2023,0.02,0.0128571428571429,0.0126666666666667,0.986666666666667,0.987142857142857,-4.77571428571429,-2.52666666666667
"5783","W3_30",2023-08-28,0.02,-8.61,0.98,2023,0.02,0.0142857142857143,0.014,0.983333333333333,0.987142857142857,-5.09,-7.20666666666667
"5784","W3_30",2023-08-29,0.02,-8.1,0.98,2023,0.0233333333333333,0.0157142857142857,0.0146666666666667,0.983333333333333,0.985714285714286,-5.12571428571429,-7.84666666666667
"5785","W3_30",2023-08-30,0.03,-4.26,0.98,2023,0.0233333333333333,0.02,0.016,0.98,0.984285714285714,-5.14714285714286,-6.99
"5786","W3_30",2023-08-31,0,0.86,1,2023,0.0166666666666667,0.0185714285714286,0.016,0.986666666666667,0.985714285714286,-3.95571428571429,-3.83333333333333
"5787","W3_30",2023-09-01,0,-3.41,0.99,2023,0.01,0.0157142857142857,0.0146666666666667,0.99,0.985714285714286,-5.21857142857143,-2.27
"5788","W3_30",2023-09-02,0,-1.63,0.99,2023,0,0.0142857142857143,0.012,0.993333333333333,0.987142857142857,-4.56857142857143,-1.39333333333333
"5789","W3_30",2023-09-03,0.02,-7.18,0.98,2023,0.00666666666666667,0.0128571428571429,0.0126666666666667,0.986666666666667,0.985714285714286,-4.61857142857143,-4.07333333333333
"5790","W3_30",2023-09-04,0.02,-7.18,0.97,2023,0.0133333333333333,0.0128571428571429,0.0133333333333333,0.98,0.984285714285714,-4.41428571428571,-5.33
"5791","W3_30",2023-09-05,0.1,-5.17,0.96,2023,0.0466666666666667,0.0242857142857143,0.0193333333333333,0.97,0.981428571428571,-3.99571428571429,-6.51
"5792","W3_30",2023-09-06,0.41,-5.59,0.97,2023,0.176666666666667,0.0785714285714286,0.046,0.966666666666667,0.98,-4.18571428571429,-5.98
"5793","W3_30",2023-09-07,0.41,-5.64,0.97,2023,0.306666666666667,0.137142857142857,0.0733333333333333,0.966666666666667,0.975714285714286,-5.11428571428571,-5.46666666666667
"5794","W3_30",2023-09-08,0.42,-6,0.98,2023,0.413333333333333,0.197142857142857,0.100666666666667,0.973333333333333,0.974285714285714,-5.48428571428571,-5.74333333333333
"5795","W3_30",2023-09-09,0.56,-5.83,0.98,2023,0.463333333333333,0.277142857142857,0.136666666666667,0.976666666666667,0.972857142857143,-6.08428571428571,-5.82333333333333
"5796","W3_30",2023-09-10,0.99,1.02,0.99,2023,0.656666666666667,0.415714285714286,0.202,0.983333333333333,0.974285714285714,-4.91285714285714,-3.60333333333333
